Id,Tags,Score,ClosedDate
"69977835","<image><sql-insert><displayobject>","0",""
"69977836","","0",""
"69977837","<python><testing><pytest><numba><test-coverage>","0",""
"69977838","<java><project-reactor><flux>","0",""
"69977839","","2",""
"69977841","","1",""
"69977842","<firebase><google-cloud-firestore>","0","2021-11-15 18:43:07"
"69977843","","1",""
"69977844","","0",""
"69977845","<javascript><reactjs><next.js>","0",""
"69977847","<xaml><windows-community-toolkit><winui-3><windows-template-studio><windows-app-sdk>","0",""
"69977848","<python><pygame>","0","2021-11-15 16:57:33"
"69977849","","2",""
"69977850","","4",""
"69977851","","0",""
"69977852","<android><android-studio>","-1",""
"69977853","","2",""
"69977855","<html><css><performance>","0",""
"69977856","","1",""
"69977857","","0",""
"69977858","<excel><vba>","0",""
"69977859","<apache-flink><checkpointing>","1",""
"69976810","<cakephp>","0",""
"69976811","","1",""
"69976812","","0",""
"69976813","","0",""
"69976815","<windows><powershell>","0",""
"69976817","<flutter><dart><dart-null-safety>","0",""
"69976819","","-1",""
"69976820","","0",""
"69976821","<python>","0",""
"69976822","<vertex><skew><drift>","0",""
"69976823","<python><excel><xml><list>","0",""
"69976824","","0",""
"69976825","","0",""
"69976826","<reactjs><neo4j><cypher>","0",""
"69976827","","2",""
"69976828","<css><firefox><skew><blurry>","1",""
"69976829","","0",""
"69976831","<java><oracle><jooq>","1",""
"69976832","<uml><plantuml>","1",""
"69976833","<python><python-3.x><dataframe><function>","1",""
"69976834","","0",""
"69976835","","0",""
"69976836","","0",""
"69976837","","0",""
"69976838","<html><css><safari>","0",""
"69976840","<c#><azure><.net-core><azure-cosmosdb>","0",""
"69976841","<python><anaconda><spyder>","0",""
"69976842","","0",""
"69976845","<javascript><reactjs><firebase><google-cloud-firestore><backend>","0",""
"69976849","","-1",""
"69976850","<javascript><drag-and-drop><playwright><gojs>","1",""
"69976852","<r><ggplot2>","0",""
"69976853","","1",""
"69976854","","0",""
"69976856","<xml><matlab><encoding><utf-8>","1",""
"69976857","<python><list>","0",""
"69976858","<python><pandas>","-1",""
"69976859","","1",""
"69976860","<c#><winforms>","0","2021-11-15 15:37:42"
"69976862","<python><temporary-files><pre-commit-hook>","0",""
"69976863","<python><tensorflow><magenta>","0",""
"69976864","","0",""
"69976865","","1",""
"69976867","<c#><unity3d>","0",""
"69976868","<python><plotly>","0",""
"69976869","","1",""
"69976870","<javascript><node.js><express><express-validator>","0",""
"69976871","<java><generics><runtime-error><csc>","0","2021-11-15 15:35:52"
"69976872","<java><string><double>","-2",""
"69976873","<neo4j><spring-data-neo4j>","0",""
"69976874","","1",""
"69976875","","0",""
"69976876","","0",""
"69976877","<xxd>","0",""
"69976878","","0",""
"69976880","<javascript><reactjs><react-native><flask>","0",""
"69976882","","0",""
"69976883","<.htaccess><mod-rewrite>","0",""
"69976884","","0",""
"69976885","<php><yaml><symfony4><symfony5>","0",""
"69976886","","0",""
"69976889","","2",""
"69976890","","3",""
"69976891","","0",""
"69976892","<javascript><node.js><mapbox><mapbox-gl-js><mapbox-gl>","0",""
"69976893","<vagrant><virtualbox><amd>","1",""
"69976894","<git><github>","0",""
"69976896","","0",""
"69976898","","1",""
"69976899","","0",""
"69976900","<javascript><html><css><flexbox><details-tag>","0",""
"69976901","<reactjs>","0",""
"69976902","<vba><google-chrome>","0",""
"69976903","<python><discord><slash>","0",""
"69976904","","2",""
"69976905","","1",""
"69976906","","0",""
"69976907","<unit-testing><go><mocking><go-testing>","-1",""
"69976908","<python><python-3.x>","0",""
"69976909","","0",""
"69976911","","1",""
"69976912","<matlab>","2",""
"69976913","<powerbi>","0",""
"69976915","<scala><apache-spark><amazon-emr><aws-cloud9>","1",""
"69976916","","0",""
"69976918","<r><c><flex-lexer><stdio><cran>","2",""
"69976919","<r><ggplot2>","0",""
"69976920","","0",""
"69976921","<zend-framework><middleware><mezzio>","-1",""
"69976922","","0",""
"69976924","<ios><c><llvm><objcopy>","0",""
"69976926","","3",""
"69976929","<ruby-on-rails><api><omniauth><rails-api><argument-error>","0",""
"69976930","<javascript><wordpress><vue.js><vue-component><wordpress-plugin-creation>","1",""
"69976931","","0",""
"69976932","","1",""
"69976933","<javascript><konvajs><konva>","1",""
"69976936","<zingchart>","0",""
"69976937","<excel><vba><excel-formula><criteria><index-match>","0",""
"69976938","<intellij-idea><javafx><media-player>","0",""
"69976939","<javascript><angular><frontend><ag-grid>","0",""
"69976940","<python><php><struct><byte><unpack>","0",""
"69976941","","0",""
"69976942","<python><google-bigquery><airflow>","-3",""
"69976943","<c#><.net><asp.net-core><azure-ad-b2c>","0",""
"69976944","<python><matplotlib><machine-learning><scikit-learn><mnist>","-2",""
"69976947","","-2",""
"69976948","","0",""
"69976949","","0",""
"69978167","","0",""
"69978168","<google-sheets>","0",""
"69978169","<javascript><reactjs><react-state><react-forms>","1",""
"69978170","<java><algorithm><sorting><quicksort>","0",""
"69978171","<r><dataframe><data-structures><structure>","3",""
"69978173","","0",""
"69978174","<proxy>","0",""
"69978175","","-1",""
"69978176","","1",""
"69978179","","1",""
"69977414","","1",""
"69977416","<python><python-camelot>","0",""
"69977417","<mrtk><mr-spectatorview>","0",""
"69977418","","0",""
"69977419","","1",""
"69977420","<python><r><tensorflow><virtualenv><reticulate>","2",""
"69977421","","1",""
"69977422","<r>","1",""
"69977423","","0",""
"69977424","<flutter>","0",""
"69977426","<python><lidar>","0",""
"69977428","<android><android-emulator-plugin>","0",""
"69977429","<android><react-native><intersection-observer>","0",""
"69977430","<python>","0",""
"69977431","<java><swing><tabs><keylistener><alt>","0",""
"69977432","<r>","1",""
"69977433","","2",""
"69977436","<android><kotlin><android-adapter><android-viewpager2>","1",""
"69977437","","1",""
"69977438","<sage>","0",""
"69977439","<flutter><flutter-layout><flutter-dependencies><flutter-animation><flutter-test>","0",""
"69977440","<python><google-cloud-platform><google-cloud-ml><google-cloud-vertex-ai><kfp>","0",""
"69977443","","1",""
"69977444","","0",""
"69977446","<javascript><html><syntax-error><innerhtml>","-1","2021-11-15 22:55:00"
"69977447","","0",""
"69977449","<go><select><concurrency>","-2",""
"69977450","","0",""
"69977451","<kubernetes><prometheus><grafana><rancher><persistent-volumes>","0",""
"69977452","","0",""
"69977453","","2",""
"69977454","","0",""
"69977455","","0",""
"69977456","<javascript><reactjs>","-1",""
"69977457","<postgresql>","1",""
"69977458","<c++><performance><oop><virtual-functions>","0",""
"69977459","<date><swiftui><timezone><nsdateformatter>","0",""
"69977460","","1",""
"69977461","<python><pytest><python-click>","0",""
"69977463","<googletest>","-1",""
"69977464","<google-cloud-platform><ansible><google-cloud-storage>","1",""
"69977465","","1",""
"69977466","","0",""
"69977467","<javascript><http><github><https><squarespace>","0",""
"69977468","<git><visual-studio-code>","3","2021-11-20 00:00:23"
"69977469","<python><beautifulsoup>","1",""
"69977470","<multithreading><locking><nptl>","0",""
"69977471","","0",""
"69977473","<mysql><mariadb><shopware>","3",""
"69977474","<java><selenium><automation><webautomation>","0",""
"69977475","","0",""
"69977476","<python><django>","0",""
"69977477","<java><android>","0",""
"69977479","","1",""
"69977480","<amazon-web-services><aws-serverless><aws-sam><aws-sam-cli>","1",""
"69977483","<python><web-scraping><beautifulsoup><python-requests>","0",""
"69977484","<node.js><discord><discord.js><bots>","0",""
"69977485","<node.js><npm><jestjs>","0",""
"69977487","<javascript><puppeteer>","1",""
"69977489","<sql>","0",""
"69977490","","0",""
"69977491","","0",""
"69977492","","1",""
"69977493","","0",""
"69977494","<c++><cmake><python-sphinx><doxygen>","0",""
"69977495","<python><dataframe><multi-index>","0",""
"69977496","","1",""
"69977498","","0",""
"69977499","","1",""
"69977500","<php><wordpress><.htaccess>","0",""
"69977501","<typescript><typescript-typings><typescript-generics>","1",""
"69977502","<c++><linux><linux-kernel><mmap><framebuffer>","1",""
"69977503","<sql><firebird><firebird2.5>","0",""
"69977506","<c#><cmd><command-line-interface><newman><postman-newman>","1",""
"69977507","","0",""
"69977508","","0",""
"69977509","<c><exception><floating-point><language-lawyer><c11>","0",""
"69977510","<security><jsf><wildfly><elytron><jakarta-ee-security-api>","1",""
"69977511","<firebase><push-notification><capacitor>","0",""
"69977512","<opengl><linux-kernel><linux-device-driver><raspberry-pi4>","2",""
"69977513","<java><amazon-web-services><amazon-dynamodb><dynamodb-queries><amazon-dynamodb-dax>","0",""
"69977516","<go><go-gorm>","1",""
"69977522","","0",""
"69977523","","0",""
"69977524","<python><django><postgresql><django-models><recursive-datastructures>","0",""
"69977525","<mongodb><aggregation-framework>","0",""
"69977526","","0",""
"69977529","","0",""
"69977530","<python><sum>","0",""
"69977531","<azure-api-management>","0",""
"69977532","","0",""
"69977533","","0",""
"69977534","<python-3.x><ffmpeg><drm><mpeg-dash><widevine>","0",""
"69977537","<sql><ruby-on-rails><postgresql>","0",""
"69977538","","1",""
"69977540","","0",""
"69977541","","0",""
"69977542","<matlab><mex><legacy-code><compiler-options>","0",""
"69977543","<c++><c++20><std-ranges>","2",""
"69977544","","1",""
"69977545","","0",""
"69977546","","0",""
"69977547","","0",""
"69977548","<c><pointers>","-2",""
"69977549","","0",""
"69977169","","0",""
"69977170","<php><html>","-4",""
"69977171","<vue.js><computed-properties>","0",""
"69977172","","0",""
"69977174","","0",""
"69977176","<java><certificate><bouncycastle><signing><asn.1>","1",""
"69977177","","0",""
"69977178","","0",""
"69977181","","0",""
"69977182","","3",""
"69977183","","2",""
"69977185","<php><html><wordpress><woocommerce>","0",""
"69977186","<python><google-apps-script><file-conversion>","1",""
"69977187","<python><optimization><curve-fitting><lmfit>","2",""
"69977188","","0",""
"69977189","","0",""
"69977192","","2",""
"69977193","","0",""
"69977196","<c><gcc><floating-point><clang><half-precision-float>","3",""
"69977197","<reactjs><react-select><react-tooltip>","0",""
"69977198","","0",""
"69977199","","1",""
"69977200","","0",""
"69977202","<python><linux><anaconda><pymol>","0",""
"69977204","","1",""
"69977205","<javascript><reactjs><performance><react-devtools>","0",""
"69977206","","3",""
"69977207","","0",""
"69977209","<javascript>","0",""
"69977210","","1",""
"69977213","<sql><sql-server><conditional-statements>","0",""
"69977214","<r><dplyr><purrr><tibble>","1",""
"69977215","<tcp><packet-loss>","0",""
"69977217","<python-3.x>","-2",""
"69977218","","1",""
"69977219","<python><encoding><base45>","0",""
"69977221","","0",""
"69977222","<javascript><sonarqube><mocha.js>","0",""
"69977223","<javascript><json><date><strapi>","1",""
"69977224","<c#><roslyn><c#-6.0><roslyn-code-analysis>","0",""
"69977225","","0",""
"69977226","","0",""
"69977227","<javascript><jquery><bootstrap-4><perfect-scrollbar>","0",""
"69977228","<django><django-models><django-views><django-forms><django-templates>","0",""
"69977229","<html><salesforce>","0",""
"69977230","","1",""
"69977231","<graph><wso2><siddhi>","0",""
"69977233","<r>","1",""
"69977234","<r><shiny><reactable>","1",""
"69977236","","0",""
"69977237","","0",""
"69977239","","0",""
"69977240","<angular><vis.js>","1",""
"69977241","<javascript><jquery><reactjs>","0",""
"69977242","","2",""
"69977243","<c#><.net><unit-testing><mstest>","0",""
"69977244","","1",""
"69977246","","0",""
"69977248","","0",""
"69977249","<r><machine-learning><imagemagick><ocr><tesseract>","0",""
"69977250","","1",""
"69977251","<vue.js><vuejs2><vue-component><vuex><laravel-mix-vue3>","0",""
"69977252","<matlab><vectorization>","0",""
"69977253","","2",""
"69977254","<c#><monaco-editor><language-server-protocol>","0",""
"69977255","<reactjs><material-ui><dom-events>","1",""
"69977257","<c#><service><repository-pattern>","0",""
"69977258","<oracle><plsql><oracle-apps>","2",""
"69977261","<angular><routes><frontend>","0",""
"69977262","<amazon-web-services><ubuntu><amazon-s3><amazon-ec2><mariadb>","0",""
"69977263","","0",""
"69977264","","0",""
"69977265","","0",""
"69977266","<firebase><flutter>","0",""
"69977267","<c><strcmp>","1","2021-11-15 16:03:29"
"69977268","","4",""
"69977269","<c#><xamarin.android><reactiveui><visual-studio-2022><akavache>","0",""
"69977270","<html><coldfusion>","0",""
"69977271","<r>","2",""
"69977272","<node.js><google-cloud-firestore><google-cloud-functions><google-cloud-storage>","0",""
"69977277","<python><django><django-views>","0",""
"69977279","","0",""
"69977280","","0",""
"69977281","<azure><azure-aks><azure-acr>","0",""
"69977282","","1",""
"69977283","<reactjs><typescript><next.js><use-state>","0",""
"69977284","","0",""
"69977285","<sql><join><google-bigquery><google-ads-data-hub>","0",""
"69977286","","0",""
"69977287","","5",""
"69977288","","1",""
"69977290","<python><python-3.x><algorithm><pygame><maze>","0","2021-11-24 18:34:42"
"69977291","<amazon-web-services><http-live-streaming><hls.js><aws-media-convert>","0",""
"69977292","<json><amazon-web-services><amazon-ec2><amazon-cloudwatch>","0",""
"69977293","<spring-boot><hikaricp>","0",""
"69977294","","0",""
"69977295","<mysql><laravel><eloquent>","0",""
"69977296","","2",""
"69977297","<python><sql><database><postgresql><error-handling>","0",""
"69977298","","1",""
"69977299","<javascript><ruby><vue.js>","0",""
"69977301","<python><keras><structure><recurrent-neural-network><topology>","0",""
"69977302","<php><shopping-cart>","2",""
"69977305","","0",""
"69977306","","2",""
"69977308","<angular><i18next><spartacus-storefront><i18next-http-backend>","0",""
"69977310","<node.js><unit-testing><jestjs><mocking><aws-sdk>","0",""
"69978180","<android><google-play><firebase-app-distribution>","0",""
"69978181","<heroku><gmail><phpmailer>","-1",""
"69978182","<c#>","-6",""
"69978184","<google-bigquery>","0",""
"69978185","","0",""
"69978186","","1",""
"69978188","<python><praw>","0",""
"69978189","","0",""
"69978190","","1",""
"69978192","","1",""
"69978193","","0",""
"69978194","<vba><outlook>","0",""
"69978195","<python><pygame><rectangles>","0","2021-11-20 15:48:02"
"69978196","","0",""
"69978197","","0",""
"69978198","<java><date><validation>","4",""
"69978199","","1",""
"69978200","<python><arrays><numpy><loops><normal-distribution>","0",""
"69978201","<wordpress><custom-post-type><taxonomy><custom-taxonomy><taxonomy-terms>","0",""
"69978202","","3",""
"69978203","<azure><azure-logic-apps>","0",""
"69978204","<javascript><html><css><svg>","0",""
"69978206","<postgresql><architecture><nosql><soa>","1",""
"69978207","<git><github><visual-studio-code>","-1",""
"69978208","<rust>","2",""
"69978209","<gmail><mailgun>","0",""
"69978210","","0",""
"69978211","","2",""
"69978212","<google-cloud-platform><google-compute-engine><gcloud>","1",""
"69978213","","2",""
"69978215","","1",""
"69978216","<javascript><this><javascript-objects><arrow-functions>","0","2021-11-15 17:08:49"
"69978217","<java><spring-boot><api><google-cloud-firestore>","0",""
"69978218","","0",""
"69978219","<xslt><xslt-1.0><xslt-2.0>","0",""
"69978220","","1",""
"69978221","<javascript><node.js><express><cookies><express-session>","0",""
"69978222","","0",""
"69978223","","1",""
"69978226","","0",""
"69978227","<python><logging><psychopy><parallel-port>","0",""
"69978228","","2",""
"69978229","","1",""
"69978230","<python><list><amazon-s3><url>","0",""
"69978231","<authentication><kubernetes><google-cloud-platform><kubeflow><kubeflow-pipelines>","0",""
"69978232","<python><windows><windows-10><exe>","0",""
"69978233","<xamarin><sqlite-net-pcl>","0",""
"69978234","<sql><postgresql><gaps-and-islands>","2",""
"69978235","","0",""
"69978236","","0",""
"69978237","<python><selenium><selenium-webdriver><pytest><gitlab-ci>","0",""
"69978238","","2",""
"69978239","","0",""
"69978240","<firebase-authentication>","0",""
"69978241","<angular><typescript><object>","0",""
"69978242","","1",""
"69978243","<sql><sql-server><tsql><ssms><extended-properties>","0",""
"69978245","<docker><groovy><nexus>","1",""
"69978246","","1",""
"69978248","<html><css><responsive-design><media-queries>","0",""
"69978249","","0",""
"69978250","<python><pandas><graph><plotly>","-1",""
"69978251","<javascript><html><css><dom><css-animations>","0",""
"69978252","<r><ggplot2><pca><biplot><factoextra>","1",""
"69978253","","1",""
"69978256","","0",""
"69978257","","0",""
"69978258","","0",""
"69978259","","2",""
"69978260","<sql><sql-server>","1",""
"69978261","","0",""
"69978263","<android><android-fragments><barcode><barcode-scanner><google-mlkit>","0",""
"69978264","","2",""
"69978265","","0",""
"69978266","<android>","0",""
"69978267","<python-3.x><tf.keras><loss-function><earth-movers-distance>","0",""
"69978268","","0",""
"69978269","<excel><plot><gnuplot><excel-addins>","0",""
"69978270","<swift><gmsgroundoverlay>","0",""
"69978271","<apache-spark><azure-blob-storage><azure-databricks><delta-lake><azure-data-lake-gen2>","0",""
"69978274","","0",""
"69978275","","0",""
"69978276","<oracle-apex><oracle-apex-5.1><oracle-apex-5>","1",""
"69978277","","1",""
"69978278","","0",""
"69978279","<javascript><vue.js>","0",""
"69978280","","1",""
"69978281","","1",""
"69978282","","2",""
"69978283","<python><arrays><numpy>","0",""
"69978284","","0",""
"69978285","<docker><docker-registry>","0",""
"69978286","<google-cloud-platform><cloud>","0",""
"69978287","<c#><class><null>","-2",""
"69978288","<javascript><reactjs><jhipster>","-3",""
"69978289","","0",""
"69978290","","1",""
"69978291","<reactjs><webpack-module-federation><recoiljs>","0",""
"69978292","","0",""
"69978293","<swiftui>","-1",""
"69978294","<git><github><bitbucket><bitbucket-cloud><bitbucket-aws-code-deploy>","-1",""
"69978295","","0",""
"69978296","","0",""
"69978297","<angular><swiper><swiperefreshlayout><swiper.js><ngx-swiper-wrapper>","0",""
"69978298","","0",""
"69978299","","0",""
"69978301","","0",""
"69978302","<vhdl>","-2",""
"69978303","<amazon><amazon-quicksight>","0",""
"69978305","","5",""
"69978307","<python><django>","1",""
"69978308","<mysql><sql>","0",""
"69977550","","1",""
"69977551","","0",""
"69977552","","2",""
"69977553","","0",""
"69977555","","1",""
"69977556","","0",""
"69977557","","0",""
"69977558","<sql><azure-sql-database>","0",""
"69977560","","1",""
"69977561","","0",""
"69977562","<pyspark><palantir-foundry>","1",""
"69977563","<python><async-await><telethon>","0",""
"69977566","","2",""
"69977567","<visual-studio-code>","1",""
"69977568","<html><django><jinja2>","0",""
"69977569","","0",""
"69977574","<docker><github><docker-compose><permissions><github-actions>","0",""
"69977575","","0",""
"69977576","<python><selenium><pytest>","1",""
"69977577","<node.js><postgresql><database-migration><dbmigrate><node-pg-migrate>","0",""
"69977578","","0",""
"69977579","","0",""
"69977580","<c++><arrays><c><sse><convolution>","-1","2021-11-15 17:20:37"
"69977581","","0",""
"69977583","","1",""
"69977584","","1",""
"69977585","","1",""
"69977586","<javascript><parsing><url><module>","0",""
"69977587","","0",""
"69977588","<python><amazon-web-services><aws-lambda><aws-cdk>","1",""
"69977589","<rest><kotlin><generics><architecture>","0",""
"69977590","","0",""
"69977591","<c#><multithreading><parallel-processing><parallel.foreach>","0","2021-11-16 08:18:38"
"69977592","<git><repo>","1",""
"69977593","","3",""
"69977594","","1",""
"69977595","<flutter>","0",""
"69977596","","0",""
"69977597","<r><dbplyr>","0",""
"69977598","","0",""
"69977599","<java><spring><mongodb>","0",""
"69977600","","1",""
"69977601","","1",""
"69977602","","0",""
"69977603","<sql><oracle><oracle11g>","-1",""
"69977604","","1",""
"69977606","","0",""
"69977607","","2",""
"69977608","<database><mongodb><next.js>","1",""
"69977609","<invariants><dynamic-analysis>","0",""
"69977610","","1",""
"69977612","<python><python-3.x>","0",""
"69977613","<reactjs><plugins><carousel>","0",""
"69977614","<json><rest><delphi><serialization><pascal>","1",""
"69977615","","3",""
"69977617","<r><output><linear-regression><dummy-variable>","0",""
"69977618","","0",""
"69977619","<pine-script><pine-script-v4>","0",""
"69977621","","0",""
"69977622","<reactjs><jestjs><react-testing-library><chakra-ui>","0",""
"69977623","","4",""
"69977624","<uuid><sensors><bluetooth-gatt>","0",""
"69977625","<oracle><performance><rollback>","1",""
"69977626","<r><rstudio>","1",""
"69977627","<javascript><vue.js><vuejs2><quasar-framework>","0",""
"69977628","","2",""
"69977629","","1",""
"69977632","<c><matrix>","1",""
"69977634","<google-chrome-extension><recaptcha><manifest.json>","0",""
"69977635","","0",""
"69977636","<c#><asp.net-core><authentication>","0",""
"69977637","","1",""
"69977638","<mysql><sql><mysql-8.0>","0",""
"69977640","","3",""
"69977641","<python><walrus-operator>","2",""
"69977642","","0",""
"69977644","<html><css><google-chrome>","1",""
"69977645","<php><azure-active-directory><microsoft-graph-api><microsoft-graph-sdks>","0",""
"69977647","<sql-server><asp.net-mvc><entity-framework>","0",""
"69977649","<java><selenium-webdriver><automated-tests><selenium-chromedriver>","0",""
"69977650","","1",""
"69977652","","0",""
"69977653","","1",""
"69977654","<string><object><generics><exception><binary-search>","0",""
"69977655","","0",""
"69977656","","2",""
"69977657","<html><css>","0",""
"69977658","<javascript><reactjs><json><image><next.js>","0",""
"69977659","","1",""
"69977661","<r><dataframe>","0",""
"69977662","<c++>","1",""
"69977664","<sql>","0",""
"69977665","","0",""
"69977666","<bash>","1",""
"69977667","","2",""
"69977670","<confluent-schema-registry><spring-boot-cloud-streams>","0",""
"69977671","<solidity><smartcontracts>","0",""
"69977672","<c#><asp.net-core><active-directory><blazor><blazor-server-side>","0",""
"69977673","<python><python-docx>","0",""
"69977674","","1",""
"69977675","<python>","0","2021-11-15 16:30:15"
"69977676","<android><android-studio><android-emulator>","0",""
"69977677","<python><plotly><histogram><ridgeline-plot>","0",""
"69977679","<java><postgresql><jpa><nativequery>","0",""
"69977680","<typescript><functional-programming>","2",""
"69977681","","1",""
"69977683","<javascript><html><css><web-scraping>","-4","2021-11-15 18:40:24"
"69977684","<memory><architecture><hardware>","0",""
"69977685","<r><dplyr>","0",""
"69977686","<python><pip><metadata><python-importlib>","1",""
"69977687","<angular><angular7><angular8><angular10><angular12>","0",""
"69977689","<python><list>","0",""
"69977690","<ruby-on-rails><validation><activerecord><rails-activerecord>","0",""
"69977861","","1",""
"69977862","","1",""
"69977863","<linux><assembly><x86-64><nasm><system-calls>","0","2021-11-15 16:41:51"
"69977864","","0",""
"69977865","<javascript><html><csv><addeventlistener>","0",""
"69977867","","0",""
"69977868","<php><openssl><digital-signature>","0",""
"69977869","","0",""
"69977870","","1",""
"69977871","","0",""
"69977872","","4",""
"69977873","","1",""
"69977874","<postgresql>","-1",""
"69977876","<javascript><reactjs><react-router-dom>","0",""
"69977877","<python><tensorflow><keras><loss-function>","0",""
"69977879","","2",""
"69977880","<java><postgresql>","0",""
"69977882","","1",""
"69977883","<python><arrays><machine-learning><cluster-analysis><k-means>","0",""
"69977884","","1",""
"69977885","<android><android-jetpack-compose><nested-lists><pager><jetpack-compose-accompanist>","0",""
"69977886","<linux><sockets><kernel><multicast><igmp>","0",""
"69977887","","1",""
"69977888","","1",""
"69977889","<pine-script>","0",""
"69977890","","0",""
"69977891","","0",""
"69977892","<charts><crystal-reports><subreport>","0",""
"69977893","<reactjs><typescript>","1",""
"69977894","<css><reactjs><responsive-design><bootstrap-modal><font-awesome>","0",""
"69977895","","0",""
"69977897","<excel><vba>","0",""
"69977898","<visual-studio-2019><remote-debugging>","0",""
"69977901","<python><numpy><opencv><pygame><pygame-surface>","2",""
"69977902","<flutter><dart>","0",""
"69977903","","0",""
"69977904","","2",""
"69977907","","0",""
"69977908","<netflix-eureka>","0",""
"69977910","<java><spring><spring-boot><hibernate>","0",""
"69977913","","0",""
"69977915","<python><vertex><np-complete><graph-coloring>","0",""
"69977916","<angular><loops><swiper>","1",""
"69977919","","0",""
"69977920","","0",""
"69977921","","1",""
"69977922","","0",""
"69977923","","0",""
"69977924","","4",""
"69977925","","0",""
"69977926","<swift><xcode><swift-package-manager>","0",""
"69977927","<c++><protocol-buffers>","0",""
"69977930","","3",""
"69977931","<performance><netty>","0",""
"69977932","","-2",""
"69977933","<asp.net-mvc><uwp><autosuggest><xamarin.uwp><keyboard-navigation>","0",""
"69977934","<flutter><navigation><flutter-beamer>","0",""
"69977935","<apache><.htaccess><mod-rewrite>","1",""
"69977936","","1",""
"69977937","","0",""
"69977938","<python-3.x><postgresql><sqlalchemy><pytest>","1",""
"69977939","","0",""
"69977941","<ios><swift><constraints><tableview><sectionheader>","0","2021-11-15 17:20:37"
"69977942","<javascript><c#><file><stream><bytestream>","0",""
"69977943","<asp.net-core><xamarin><asp.net-web-api><azure-web-app-service>","0",""
"69977945","","1",""
"69977946","","1",""
"69977947","<c++><atomic><boolean-operations>","0",""
"69977948","<python><python-2.7><opencv>","-2",""
"69977950","","3",""
"69977951","<firebase><flutter><dart><google-cloud-firestore><chat>","0",""
"69977952","<javascript><google-apps-script><google-sheets>","2",""
"69977953","<java><mysql><spring-boot><spring-data-jpa><findby>","0",""
"69977954","","1",""
"69977955","<twitter-bootstrap><sass><itcss>","0",""
"69977956","<java><swing><nullpointerexception><awt><draw>","0",""
"69977957","","0",""
"69977958","","0",""
"69977959","<javascript><format><xlsx>","1",""
"69977960","<python><regex>","0",""
"69977961","<node.js><reactjs><error-handling><routes>","0",""
"69977962","","-1",""
"69977963","","0",""
"69977964","","2",""
"69977965","","0",""
"69977966","<python><pandas><dataframe>","0",""
"69977967","<string><split><tcl>","0",""
"69977968","<javascript><event-handling><mouseevent>","0",""
"69977969","<jenkins><jenkins-plugins><jenkins-groovy><jenkins-job-dsl>","0",""
"69977970","","1",""
"69977971","","-1",""
"69977972","<javascript><node.js><webassembly><pyodide>","1",""
"69977973","<c++><compiler-errors><c-strings><return-type><stdstring>","0",""
"69977974","<wordpress><woocommerce>","0",""
"69977976","","0",""
"69977977","","0",""
"69977979","","2",""
"69977980","","0",""
"69977981","<python>","0",""
"69977982","","0",""
"69977983","","0",""
"69977984","<spring-boot><file-upload><thymeleaf>","0",""
"69977985","<css>","-3",""
"69977987","<reactjs><async-await><axios>","0",""
"69977990","<r><ggplot2><dplyr>","0",""
"69977991","<python><django><django-staticfiles>","0",""
"69977993","<reactjs><bitwise-or>","0",""
"69977996","","1",""
"69977997","","0",""
"69977998","<flutter>","0",""
"69977999","","2",""
"69977312","<google-apps-script>","1",""
"69977314","<reactjs><react-router-dom>","-1",""
"69977318","<c#><xamarin><xamarin.ios><.net-4.0><apple-push-notifications>","0",""
"69977319","<delphi><firemonkey><delphi-11-alexandria>","0",""
"69977320","","-1",""
"69977321","","1",""
"69977323","<r>","0",""
"69977325","","0",""
"69977326","","1",""
"69977327","","1",""
"69977328","<reactjs><redux><react-redux><axios><get-request>","0",""
"69977329","","1",""
"69977330","<python-3.x><arangodb><pyarango>","0",""
"69977331","","1",""
"69977332","","8",""
"69977333","","0",""
"69977334","","3",""
"69978557","","0",""
"69978558","","1",""
"69978559","<c++><compiler-errors><visual-studio-2019><libcurl>","0",""
"69978564","<python>","-1",""
"69978566","<php><image><url>","1",""
"69978567","<javascript><reactjs><react-native><blob>","1",""
"69978568","","0",""
"69978569","<prometheus><promql>","0",""
"69978570","<postgresql><database-tuning>","0",""
"69978571","","0",""
"69978572","<list><haskell><tuples>","1",""
"69978573","","0",""
"69978574","<c++><debugging><parallel-processing><mpi><openmpi>","0",""
"69978575","<mysql><cumulative-sum>","0","2021-11-15 17:43:19"
"69978576","<swiftui>","0",""
"69978577","<amazon-web-services><aws-serverless><aws-app-config>","0",""
"69978578","<vertica>","0",""
"69978579","","2",""
"69978580","<sql><sql-server><distinct>","0",""
"69978581","<windows><vue.js><npm><command-prompt><npm-scripts>","0",""
"69978582","<javascript><cryptocurrency><ripple>","0",""
"69978583","","0",""
"69978584","<mysql><sql><stored-procedures><triggers>","1",""
"69978585","<css><redirect>","-2",""
"69978586","<android><windows><aidl>","0",""
"69978587","<python><scipy>","0",""
"69978588","<java><sql><oracle><ibatis>","0",""
"69978589","","4",""
"69978591","<python-3.x><numpy><convolution><opencv-python>","0",""
"69978592","<c#><.net><npgsql>","0",""
"69978593","","1",""
"69978594","<php><symfony><dql><symfony5>","0",""
"69978595","","1",""
"69978596","<apache-spark><hadoop>","0",""
"69978597","","0",""
"69978598","<database><postgresql><postgres-xl>","0",""
"69978599","<reactjs><react-native><svg>","0",""
"69978601","<amazon-web-services><aws-glue><aws-glue-data-catalog>","0",""
"69978602","<dictionary><tuples>","-2",""
