,"Tag, Score",Count
3026,"Row(_1='autohotkey', _2=0)",7
3027,"Row(_1='hibernate', _2=2)",4
3028,"Row(_1='jpa', _2=2)",2
3029,"Row(_1='jpql', _2=2)",1
3030,"Row(_1='puppet', _2=0)",5
3031,"Row(_1='ionic3', _2=-1)",1
3032,"Row(_1='html-to-pdf', _2=0)",1
3033,"Row(_1='inheritance', _2=3)",1
3034,"Row(_1='virtual-inheritance', _2=3)",1
3035,"Row(_1='diamond-problem', _2=3)",1
3036,"Row(_1='distributed-transactions', _2=0)",1
3037,"Row(_1='ruby-on-rails', _2=-1)",5
3038,"Row(_1='ruby', _2=-1)",3
3039,"Row(_1='nomethoderror', _2=-1)",1
3040,"Row(_1='spreadsheet', _2=0)",9
3041,"Row(_1='xon-xoff', _2=0)",1
3042,"Row(_1='roslyn', _2=3)",1
3043,"Row(_1='precompiled-headers', _2=0)",1
3044,"Row(_1='v-stepper', _2=0)",1
3045,"Row(_1='angular-ui', _2=0)",1
3046,"Row(_1='infragistics', _2=0)",1
3047,"Row(_1='igx-grid', _2=0)",1
3048,"Row(_1='phpmyadmin', _2=0)",7
3049,"Row(_1='fabricjs', _2=0)",3
3050,"Row(_1='php', _2=-3)",8
3051,"Row(_1='json', _2=-3)",3
3052,"Row(_1='wordpress', _2=-3)",3
3053,"Row(_1='vega-lite', _2=0)",2
3054,"Row(_1='vega', _2=0)",2
3055,"Row(_1='observablehq', _2=0)",1
3056,"Row(_1='rtos', _2=0)",1
3057,"Row(_1='waf', _2=0)",1
3058,"Row(_1='rtems', _2=0)",1
3059,"Row(_1='line-profiler', _2=0)",1
3060,"Row(_1='arm', _2=-1)",1
3061,"Row(_1='interrupt', _2=-1)",1
3062,"Row(_1='freertos', _2=-1)",1
3063,"Row(_1='armv7', _2=-1)",1
3064,"Row(_1='arm', _2=1)",3
3065,"Row(_1='header-files', _2=0)",2
3066,"Row(_1='partition', _2=0)",1
3067,"Row(_1='unique-key', _2=0)",1
3068,"Row(_1='loops', _2=1)",19
3069,"Row(_1='for-loop', _2=1)",14
3070,"Row(_1='static', _2=1)",5
3071,"Row(_1='arraylist', _2=1)",6
3072,"Row(_1='vim', _2=0)",5
3073,"Row(_1='sequelize.js', _2=0)",18
3074,"Row(_1='heroku-postgres', _2=0)",3
3075,"Row(_1='numpy-ndarray', _2=0)",2
3076,"Row(_1='jhipster', _2=0)",5
3077,"Row(_1='jhipster-registry', _2=0)",1
3078,"Row(_1='jhipster-gateway', _2=0)",1
3079,"Row(_1='upsetplot', _2=0)",1
3080,"Row(_1='single-page-application', _2=0)",4
3081,"Row(_1='wcf', _2=0)",6
3082,"Row(_1='google-login', _2=0)",1
3083,"Row(_1='vtk', _2=0)",3
3084,"Row(_1='unit-testing', _2=1)",12
3085,"Row(_1='udp', _2=0)",4
3086,"Row(_1='rtp', _2=0)",2
3087,"Row(_1='ado.net', _2=0)",1
3088,"Row(_1='symfony-3.4', _2=0)",2
3089,"Row(_1='layout', _2=0)",5
3090,"Row(_1='textview', _2=0)",5
3091,"Row(_1='tags', _2=0)",8
3092,"Row(_1='android-relativelayout', _2=0)",1
3093,"Row(_1='cardview', _2=0)",2
3094,"Row(_1='outlook', _2=0)",20
3095,"Row(_1='coveo', _2=0)",1
3096,"Row(_1='google-iam', _2=0)",2
3097,"Row(_1='create-react-app', _2=0)",4
3098,"Row(_1='webpack-dev-server', _2=0)",5
3099,"Row(_1='craco', _2=0)",1
3100,"Row(_1='postgresql', _2=2)",10
3101,"Row(_1='sql-execution-plan', _2=2)",1
3102,"Row(_1='aiohttp', _2=0)",4
3103,"Row(_1='database-design', _2=2)",1
3104,"Row(_1='timescaledb', _2=2)",4
3105,"Row(_1='jtable', _2=0)",5
3106,"Row(_1='jcheckbox', _2=0)",2
3107,"Row(_1='tablecellrenderer', _2=0)",1
3108,"Row(_1='integration', _2=0)",3
3109,"Row(_1='data-analysis', _2=0)",4
3110,"Row(_1='system.text.json', _2=1)",1
3111,"Row(_1='trustpilot', _2=0)",1
3112,"Row(_1='xhtml', _2=0)",2
3113,"Row(_1='selenium-firefoxdriver', _2=0)",4
3114,"Row(_1='robotframework-ide', _2=0)",1
3115,"Row(_1='response', _2=0)",8
3116,"Row(_1='data-stream', _2=0)",1
3117,"Row(_1='symfony-http-foundation', _2=0)",1
3118,"Row(_1='pgadmin', _2=0)",2
3119,"Row(_1='machine-learning', _2=2)",4
3120,"Row(_1='scikit-learn', _2=2)",3
3121,"Row(_1='mysql', _2=-4)",1
3122,"Row(_1='inner-join', _2=-4)",1
3123,"Row(_1='jsonstream', _2=0)",1
3124,"Row(_1='google-bigquery', _2=-2)",1
3125,"Row(_1='google-data-studio', _2=-2)",1
3126,"Row(_1='jvm', _2=0)",2
3127,"Row(_1='jvm-arguments', _2=0)",1
3128,"Row(_1='google-docs-api', _2=0)",3
3129,"Row(_1='google-api-python-client', _2=0)",1
3130,"Row(_1='keyboard-shortcuts', _2=0)",7
3131,"Row(_1='text', _2=1)",3
3132,"Row(_1='aggregation-framework', _2=0)",14
3133,"Row(_1='twilio-api', _2=0)",2
3134,"Row(_1='twilio-twiml', _2=0)",3
3135,"Row(_1='informatica-powercenter', _2=0)",3
3136,"Row(_1='point-cloud-library', _2=0)",3
3137,"Row(_1='point-clouds', _2=0)",3
3138,"Row(_1='open3d', _2=0)",1
3139,"Row(_1='language-lawyer', _2=2)",3
3140,"Row(_1='c++20', _2=2)",2
3141,"Row(_1='flex-lexer', _2=0)",2
3142,"Row(_1='lex', _2=0)",4
3143,"Row(_1='ssis', _2=0)",14
3144,"Row(_1='64-bit', _2=0)",3
3145,"Row(_1='tk', _2=0)",4
3146,"Row(_1='android-jetpack-compose', _2=3)",2
3147,"Row(_1='android-snackbar', _2=3)",1
3148,"Row(_1='android-bottomnav', _2=3)",1
3149,"Row(_1='ms-query', _2=0)",1
3150,"Row(_1='pthreads', _2=1)",3
3151,"Row(_1='producer-consumer', _2=1)",1
3152,"Row(_1='google-tag-manager', _2=0)",12
3153,"Row(_1='react-scroll', _2=1)",1
3154,"Row(_1='post', _2=1)",4
3155,"Row(_1='get', _2=1)",2
3156,"Row(_1='request', _2=1)",6
3157,"Row(_1='panresponder', _2=0)",2
3158,"Row(_1='servant', _2=1)",1
3159,"Row(_1='picklist', _2=0)",1
3160,"Row(_1='insert', _2=0)",6
3161,"Row(_1='wpf', _2=-3)",3
3162,"Row(_1='datagrid', _2=-3)",1
3163,"Row(_1='yii2-advanced-app', _2=0)",2
3164,"Row(_1='naming', _2=0)",1
3165,"Row(_1='database-replication', _2=0)",1
3166,"Row(_1='azure-sql-server', _2=0)",1
3167,"Row(_1='azure-private-link', _2=0)",4
3168,"Row(_1='tor', _2=0)",1
3169,"Row(_1='azure-api-management', _2=1)",1
3170,"Row(_1='aspnetboilerplate', _2=1)",2
3171,"Row(_1='abp', _2=1)",3
3172,"Row(_1='oop', _2=3)",1
3173,"Row(_1='routes', _2=2)",1
3174,"Row(_1='controller', _2=2)",1
3175,"Row(_1='odoo', _2=2)",1
3176,"Row(_1='werkzeug', _2=2)",1
3177,"Row(_1='odoo-14', _2=2)",1
3178,"Row(_1='turtle-graphics', _2=-2)",1
3179,"Row(_1='prepared-statement', _2=0)",5
3180,"Row(_1='php', _2=-4)",2
3181,"Row(_1='laravel', _2=-4)",1
3182,"Row(_1='postgresql', _2=-4)",1
3183,"Row(_1='typetraits', _2=1)",1
3184,"Row(_1='replicate', _2=0)",1
3185,"Row(_1='excel-charts', _2=0)",2
3186,"Row(_1='ionic-framework', _2=0)",34
3187,"Row(_1='ionic-react', _2=0)",3
3188,"Row(_1='simulink', _2=0)",5
3189,"Row(_1='data-structures', _2=0)",24
3190,"Row(_1='dsa', _2=0)",1
3191,"Row(_1='matching', _2=0)",1
3192,"Row(_1='updating', _2=0)",1
3193,"Row(_1='graphql', _2=1)",11
3194,"Row(_1='amazon-athena', _2=0)",7
3195,"Row(_1='presto', _2=0)",6
3196,"Row(_1='plot', _2=0)",27
3197,"Row(_1='burp', _2=0)",1
3198,"Row(_1='sequelize-typescript', _2=0)",2
3199,"Row(_1='mnist', _2=0)",4
3200,"Row(_1='locking', _2=0)",8
3201,"Row(_1='deadlock', _2=0)",3
3202,"Row(_1='sql-server', _2=-1)",28
3203,"Row(_1='google-finance', _2=0)",2
3204,"Row(_1='snapshot', _2=2)",1
3205,"Row(_1='parceljs', _2=0)",5
3206,"Row(_1='arrays', _2=-4)",3
3207,"Row(_1='methods', _2=-4)",1
3208,"Row(_1='callback', _2=-4)",1
3209,"Row(_1='reduce', _2=-4)",1
3210,"Row(_1='regex', _2=3)",3
3211,"Row(_1='zoho', _2=0)",2
3212,"Row(_1='rust', _2=2)",9
3213,"Row(_1='lifetime', _2=2)",1
3214,"Row(_1='scroll', _2=0)",10
3215,"Row(_1='hdfs', _2=0)",2
3216,"Row(_1='testng', _2=0)",10
3217,"Row(_1='karate', _2=0)",5
3218,"Row(_1='graphviz', _2=0)",4
3219,"Row(_1='jupyter-lab', _2=0)",5
3220,"Row(_1='graph-visualization', _2=0)",1
3221,"Row(_1='ambiguous', _2=0)",1
3222,"Row(_1='datetimeindex', _2=0)",2
3223,"Row(_1='koa', _2=0)",2
3224,"Row(_1='koa2', _2=0)",2
3225,"Row(_1='bunyan', _2=0)",1
3226,"Row(_1='continuation-local-storag', _2=0)",1
3227,"Row(_1='continuation-local-storage', _2=0)",1
3228,"Row(_1='prometheus', _2=2)",3
3229,"Row(_1='prometheus-alertmanager', _2=2)",1
3230,"Row(_1='token', _2=0)",11
3231,"Row(_1='azure-pipelines-yaml', _2=0)",7
3232,"Row(_1='ros', _2=0)",4
3233,"Row(_1='feature-extraction', _2=0)",2
3234,"Row(_1='mypy', _2=0)",5
3235,"Row(_1='sqlalchemy', _2=1)",6
3236,"Row(_1='marshmallow-sqlalchemy', _2=1)",1
3237,"Row(_1='html-email', _2=0)",3
3238,"Row(_1='microsoft-graph-api', _2=1)",5
3239,"Row(_1='microsoft-graph-sdks', _2=1)",1
3240,"Row(_1='logback', _2=0)",3
3241,"Row(_1='nlog', _2=0)",3
3242,"Row(_1='ply', _2=0)",2
3243,"Row(_1='docusignapi', _2=0)",5
3244,"Row(_1='docusignconnect', _2=0)",1
3245,"Row(_1='azure', _2=-1)",7
3246,"Row(_1='azure-devops', _2=-1)",3
3247,"Row(_1='azure-virtual-machine', _2=-1)",1
3248,"Row(_1='express', _2=-1)",6
3249,"Row(_1='policy', _2=0)",2
3250,"Row(_1='bucket', _2=0)",1
3251,"Row(_1='popen', _2=0)",3
3252,"Row(_1='interactive-brokers', _2=0)",1
3253,"Row(_1='react-typescript', _2=0)",5
3254,"Row(_1='forms', _2=1)",9
3255,"Row(_1='script', _2=1)",6
3256,"Row(_1='mysql', _2=3)",3
3257,"Row(_1='export-to-csv', _2=3)",1
3258,"Row(_1='firebase-storage', _2=0)",11
3259,"Row(_1='array-merge', _2=1)",1
3260,"Row(_1='mysql', _2=-2)",9
3261,"Row(_1='server-side-rendering', _2=0)",9
3262,"Row(_1='firebase-hosting', _2=0)",3
3263,"Row(_1='asp.net-web-api-helppages', _2=0)",1
3264,"Row(_1='timer', _2=1)",2
3265,"Row(_1='progress-bar', _2=1)",3
3266,"Row(_1='uwamp', _2=0)",1
3267,"Row(_1='imagecreatefrompng', _2=0)",2
3268,"Row(_1='global-variables', _2=0)",6
3269,"Row(_1='amazon-sns', _2=0)",9
3270,"Row(_1='odoo', _2=0)",11
3271,"Row(_1='jsonpath', _2=0)",4
3272,"Row(_1='glsl', _2=1)",1
3273,"Row(_1='3d', _2=0)",8
3274,"Row(_1='collision-detection', _2=0)",6
3275,"Row(_1='reactjs', _2=14)",1
3276,"Row(_1='hamburger-menu', _2=0)",1
3277,"Row(_1='java-16', _2=0)",1
3278,"Row(_1='selenium-edgedriver', _2=0)",1
3279,"Row(_1='db4o', _2=0)",1
3280,"Row(_1='wpf', _2=2)",1
3281,"Row(_1='textbox', _2=2)",1
3282,"Row(_1='samba', _2=0)",3
3283,"Row(_1='haskell', _2=0)",9
3284,"Row(_1='quasar-framework', _2=0)",6
3285,"Row(_1='systemd', _2=1)",2
3286,"Row(_1='podman', _2=1)",2
3287,"Row(_1='callback', _2=1)",3
3288,"Row(_1='external', _2=1)",2
3289,"Row(_1='clean-architecture', _2=1)",1
3290,"Row(_1='hexagonal-architecture', _2=1)",1
3291,"Row(_1='textinput', _2=0)",3
3292,"Row(_1='knn', _2=0)",3
3293,"Row(_1='cloudflare', _2=0)",7
3294,"Row(_1='data-mining', _2=0)",4
3295,"Row(_1='mlxtend', _2=0)",1
3296,"Row(_1='cookies', _2=2)",1
3297,"Row(_1='url', _2=1)",9
3298,"Row(_1='redirect', _2=1)",6
3299,"Row(_1='scrollbar', _2=0)",3
3300,"Row(_1='object', _2=2)",3
3301,"Row(_1='ada', _2=0)",3
3302,"Row(_1='css-selectors', _2=0)",18
3303,"Row(_1='webdriverwait', _2=0)",8
3304,"Row(_1='word-template', _2=0)",1
3305,"Row(_1='coin-flipping', _2=2)",1
3306,"Row(_1='flexbox', _2=-1)",2
3307,"Row(_1='conditional-formatting', _2=0)",6
3308,"Row(_1='animation', _2=2)",2
3309,"Row(_1='try-catch', _2=0)",9
3310,"Row(_1='moving-average', _2=0)",4
3311,"Row(_1='yfinance', _2=0)",4
3312,"Row(_1='talend', _2=0)",4
3313,"Row(_1='gesture', _2=0)",3
3314,"Row(_1='sticky', _2=1)",2
3315,"Row(_1='jestjs', _2=1)",11
3316,"Row(_1='react-testing-library', _2=1)",5
3317,"Row(_1='function-pointers', _2=0)",2
3318,"Row(_1='i2c', _2=0)",3
3319,"Row(_1='c-header', _2=0)",1
3320,"Row(_1='android-emulator', _2=1)",1
3321,"Row(_1='ubuntu', _2=1)",10
3322,"Row(_1='pip', _2=1)",12
3323,"Row(_1='raspberry-pi', _2=1)",5
3324,"Row(_1='grpc', _2=1)",5
3325,"Row(_1='scipy.ndimage', _2=0)",1
3326,"Row(_1='phpunit', _2=0)",6
3327,"Row(_1='solidity', _2=1)",10
3328,"Row(_1='ton', _2=1)",3
3329,"Row(_1='.htaccess', _2=1)",8
3330,"Row(_1='controller', _2=1)",4
3331,"Row(_1='url-routing', _2=1)",1
3332,"Row(_1='command', _2=0)",6
3333,"Row(_1='comm', _2=0)",1
3334,"Row(_1='dbms-output', _2=0)",1
3335,"Row(_1='youtube', _2=0)",15
3336,"Row(_1='environment', _2=0)",2
3337,"Row(_1='agent', _2=0)",2
3338,"Row(_1='interaction', _2=0)",3
3339,"Row(_1='platform', _2=0)",1
3340,"Row(_1='airflow', _2=0)",18
3341,"Row(_1='airflow-2.x', _2=0)",5
3342,"Row(_1='namespaces', _2=1)",2
3343,"Row(_1='lazy-loading', _2=1)",1
3344,"Row(_1='max', _2=0)",6
3345,"Row(_1='accordion', _2=0)",3
3346,"Row(_1='wai-aria', _2=1)",1
3347,"Row(_1='jaws-screen-reader', _2=1)",1
3348,"Row(_1='nvda', _2=1)",1
3349,"Row(_1='web-accessibility', _2=1)",1
3350,"Row(_1='symfony4', _2=0)",3
3351,"Row(_1='angular-routing', _2=0)",2
3352,"Row(_1='input-parameters', _2=0)",1
3353,"Row(_1='aws-transfer-family', _2=0)",1
3354,"Row(_1='angularjs-ng-repeat', _2=0)",1
3355,"Row(_1='unity3d', _2=-1)",8
3356,"Row(_1='math', _2=-1)",2
3357,"Row(_1='game-development', _2=-1)",2
3358,"Row(_1='selenium', _2=2)",5
3359,"Row(_1='selenium-webdriver', _2=2)",1
3360,"Row(_1='multiprocessing', _2=2)",2
3361,"Row(_1='r', _2=-2)",4
3362,"Row(_1='function', _2=-2)",4
3363,"Row(_1='vector', _2=-2)",2
3364,"Row(_1='None', _2=26)",2
3365,"Row(_1='multidimensional-array', _2=1)",5
3366,"Row(_1='junit5', _2=0)",13
3367,"Row(_1='perl', _2=3)",1
3368,"Row(_1='replace', _2=3)",2
3369,"Row(_1='svelte', _2=1)",5
3370,"Row(_1='svelte-store', _2=1)",2
3371,"Row(_1='log4j2', _2=0)",4
3372,"Row(_1='jframe', _2=0)",3
3373,"Row(_1='jpanel', _2=0)",6
3374,"Row(_1='gif', _2=0)",3
3375,"Row(_1='initialization', _2=0)",1
3376,"Row(_1='plotly.js', _2=0)",1
3377,"Row(_1='sample', _2=0)",2
3378,"Row(_1='labview', _2=0)",3
3379,"Row(_1='waveform', _2=0)",2
3380,"Row(_1='wix', _2=0)",5
3381,"Row(_1='performance', _2=2)",2
3382,"Row(_1='garbage-collection', _2=2)",2
3383,"Row(_1='garbage', _2=2)",1
3384,"Row(_1='singleton', _2=0)",5
3385,"Row(_1='easyadmin', _2=0)",1
3386,"Row(_1='spartacus-storefront', _2=0)",4
3387,"Row(_1='react-bootstrap', _2=1)",6
3388,"Row(_1='formik', _2=1)",2
3389,"Row(_1='yup', _2=1)",1
3390,"Row(_1='google-chrome', _2=-1)",3
3391,"Row(_1='sql-job', _2=0)",1
3392,"Row(_1='dataverse', _2=1)",1
3393,"Row(_1='boost', _2=0)",9
3394,"Row(_1='boost-graph', _2=0)",1
3395,"Row(_1='d3.js', _2=2)",1
3396,"Row(_1='gtk', _2=2)",1
3397,"Row(_1='gtk3', _2=2)",1
3398,"Row(_1='glade', _2=2)",1
3399,"Row(_1='yargs', _2=0)",1
3400,"Row(_1='cvxpy', _2=0)",2
3401,"Row(_1='dbcontext', _2=0)",4
3402,"Row(_1='file-copying', _2=0)",1
3403,"Row(_1='react-state', _2=0)",2
3404,"Row(_1='sendmail', _2=0)",1
3405,"Row(_1='sendmailr', _2=0)",2
3406,"Row(_1='sas', _2=0)",10
3407,"Row(_1='matrix', _2=0)",29
3408,"Row(_1='sqflite', _2=0)",2
3409,"Row(_1='node.js', _2=7)",1
3410,"Row(_1='security', _2=7)",1
3411,"Row(_1='npm', _2=7)",1
3412,"Row(_1='npm-install', _2=7)",1
3413,"Row(_1='rubygems', _2=0)",2
3414,"Row(_1='bundler', _2=0)",1
3415,"Row(_1='flexbox', _2=0)",25
3416,"Row(_1='media', _2=0)",2
3417,"Row(_1='zfs', _2=1)",1
3418,"Row(_1='bash-completion', _2=1)",1
3419,"Row(_1='azure-application-insights', _2=0)",4
3420,"Row(_1='bar-chart', _2=0)",12
3421,"Row(_1='pug', _2=1)",1
3422,"Row(_1='teradata', _2=0)",6
3423,"Row(_1='allennlp', _2=0)",3
3424,"Row(_1='flair', _2=0)",2
3425,"Row(_1='jsp', _2=0)",10
3426,"Row(_1='primefaces-extensions', _2=0)",1
3427,"Row(_1='sqldf', _2=0)",2
3428,"Row(_1='href', _2=0)",3
3429,"Row(_1='restsharp', _2=0)",5
3430,"Row(_1='types', _2=2)",4
3431,"Row(_1='pivot-table', _2=2)",2
3432,"Row(_1='base64', _2=1)",2
3433,"Row(_1='draw.io', _2=1)",1
3434,"Row(_1='nuget', _2=0)",9
3435,"Row(_1='devexpress', _2=0)",3
3436,"Row(_1='devexpress-wpf', _2=0)",1
3437,"Row(_1='named-entity-recognition', _2=0)",3
3438,"Row(_1='pointers', _2=-1)",3
3439,"Row(_1='matrix-multiplication', _2=-1)",1
3440,"Row(_1='xml-namespaces', _2=0)",2
3441,"Row(_1='postgresql-9.5', _2=0)",1
3442,"Row(_1='csv', _2=1)",19
3443,"Row(_1='enumeration', _2=1)",2
3444,"Row(_1='relational-database', _2=0)",3
3445,"Row(_1='accessibility', _2=0)",5
3446,"Row(_1='modelica', _2=1)",2
3447,"Row(_1='openmodelica', _2=1)",1
3448,"Row(_1='java-module', _2=0)",2
3449,"Row(_1='mysql-python', _2=0)",6
3450,"Row(_1='android-room', _2=1)",7
3451,"Row(_1='distinct-values', _2=1)",1
3452,"Row(_1='nuget-package', _2=0)",3
3453,"Row(_1='.net-standard-2.0', _2=0)",1
3454,"Row(_1='.net-framework-4.8', _2=0)",4
3455,"Row(_1='planning', _2=0)",1
3456,"Row(_1='sap-analytics-cloud', _2=0)",1
3457,"Row(_1='c++-cli', _2=-1)",1
3458,"Row(_1='chatroom', _2=0)",1
3459,"Row(_1='ssms', _2=0)",6
3460,"Row(_1='uninstallation', _2=0)",1
3461,"Row(_1='graalvm', _2=0)",2
3462,"Row(_1='html', _2=-3)",10
3463,"Row(_1='button', _2=-3)",1
3464,"Row(_1='dictionary', _2=-1)",10
3465,"Row(_1='find', _2=-1)",1
3466,"Row(_1='asp-classic', _2=0)",1
3467,"Row(_1='py-telegram-bot-api', _2=0)",2
3468,"Row(_1='csom', _2=0)",2
3469,"Row(_1='sharepoint-userprofile', _2=0)",1
3470,"Row(_1='hadoop', _2=2)",2
3471,"Row(_1='visual-studio-debugging', _2=0)",2
3472,"Row(_1='laravel-lighthouse', _2=0)",1
3473,"Row(_1='bash', _2=-1)",10
3474,"Row(_1='ubuntu', _2=-1)",6
3475,"Row(_1='terminal', _2=-1)",3
3476,"Row(_1='multer', _2=0)",7
3477,"Row(_1='ansible', _2=2)",2
3478,"Row(_1='ansible-inventory', _2=2)",1
3479,"Row(_1='ansible-facts', _2=2)",1
3480,"Row(_1='variables', _2=1)",11
3481,"Row(_1='taxonomy', _2=1)",1
3482,"Row(_1='custom-taxonomy', _2=1)",1
3483,"Row(_1='gmail-api', _2=1)",1
3484,"Row(_1='google-api-dotnet-client', _2=1)",1
3485,"Row(_1='google-maps', _2=0)",16
3486,"Row(_1='chat', _2=0)",6
3487,"Row(_1='intellisense', _2=0)",2
3488,"Row(_1='pointers', _2=2)",2
3489,"Row(_1='malloc', _2=2)",1
3490,"Row(_1='sizeof', _2=2)",1
3491,"Row(_1='profiler', _2=0)",1
3492,"Row(_1='kubectl', _2=2)",2
3493,"Row(_1='mobaxterm', _2=2)",1
3494,"Row(_1='log4j', _2=0)",8
3495,"Row(_1='ansible-awx', _2=0)",1
3496,"Row(_1='matplotlib-basemap', _2=0)",4
3497,"Row(_1='obspy', _2=0)",1
3498,"Row(_1='pygmt', _2=0)",1
3499,"Row(_1='namespaces', _2=0)",5
3500,"Row(_1='nsenter', _2=0)",1
3501,"Row(_1='project-reactor', _2=1)",2
3502,"Row(_1='jackson', _2=0)",14
3503,"Row(_1='objectmapper', _2=0)",2
3504,"Row(_1='jackson-databind', _2=0)",3
3505,"Row(_1='prometheus', _2=0)",13
3506,"Row(_1='fade', _2=0)",1
3507,"Row(_1='module', _2=0)",23
3508,"Row(_1='drupal', _2=0)",5
3509,"Row(_1='mutation-observers', _2=1)",2
3510,"Row(_1='xpath', _2=1)",15
3511,"Row(_1='domdocument', _2=1)",1
3512,"Row(_1='sequelize.js', _2=2)",2
3513,"Row(_1='nestjs', _2=2)",7
3514,"Row(_1='fetch', _2=-1)",6
3515,"Row(_1='matrix', _2=1)",9
3516,"Row(_1='jasperserver', _2=0)",3
3517,"Row(_1='powershell', _2=1)",38
3518,"Row(_1='jsdoc', _2=0)",2
3519,"Row(_1='spread-syntax', _2=0)",2
3520,"Row(_1='shell', _2=-2)",2
3521,"Row(_1='sed', _2=-2)",3
3522,"Row(_1='mutation-testing', _2=0)",1
3523,"Row(_1='nodemailer', _2=1)",2
3524,"Row(_1='nsis', _2=0)",1
3525,"Row(_1='opencv-python', _2=0)",7
3526,"Row(_1='iot', _2=0)",7
3527,"Row(_1='aws-certificate-manager', _2=0)",1
3528,"Row(_1='android-motionlayout', _2=0)",3
3529,"Row(_1='canvas', _2=0)",13
3530,"Row(_1='html5-video', _2=0)",5
3531,"Row(_1='networking', _2=-1)",5
3532,"Row(_1='byte', _2=-1)",1
3533,"Row(_1='cascade', _2=-1)",1
3534,"Row(_1='cxf', _2=0)",1
3535,"Row(_1='binary-tree', _2=-1)",1
3536,"Row(_1='preorder', _2=-1)",1
3537,"Row(_1='azure-postgresql', _2=0)",1
3538,"Row(_1='windows-10', _2=1)",1
3539,"Row(_1='llvm', _2=1)",3
3540,"Row(_1='switchmap', _2=0)",1
3541,"Row(_1='mergemap', _2=0)",1
3542,"Row(_1='binaryfiles', _2=0)",4
3543,"Row(_1='fstream', _2=0)",2
3544,"Row(_1='flatbuffers', _2=0)",1
3545,"Row(_1='device', _2=0)",2
3546,"Row(_1='scanning', _2=0)",2
3547,"Row(_1='flutter-ios', _2=0)",3
3548,"Row(_1='utf-8', _2=0)",8
3549,"Row(_1='amazon-eks', _2=1)",3
3550,"Row(_1='deis', _2=1)",1
3551,"Row(_1='asp.net-mvc-3', _2=0)",1
3552,"Row(_1='properties', _2=0)",5
3553,"Row(_1='static', _2=0)",8
3554,"Row(_1='metaclass', _2=0)",2
3555,"Row(_1='artifactory', _2=0)",5
3556,"Row(_1='remote-repository', _2=0)",2
3557,"Row(_1='mysql', _2=-3)",4
3558,"Row(_1='sql', _2=-3)",4
3559,"Row(_1='syntax-error', _2=-3)",1
3560,"Row(_1='checkbox', _2=1)",2
3561,"Row(_1='yii', _2=1)",1
3562,"Row(_1='dropdown', _2=1)",2
3563,"Row(_1='cortex-m', _2=1)",2
3564,"Row(_1='raspberry-pi-pico', _2=1)",1
3565,"Row(_1='swd', _2=1)",1
3566,"Row(_1='rp2040', _2=1)",1
3567,"Row(_1='iterator', _2=0)",4
3568,"Row(_1='c++98', _2=0)",2
3569,"Row(_1='common-lisp', _2=4)",1
3570,"Row(_1='display', _2=0)",7
3571,"Row(_1='lcd', _2=0)",1
3572,"Row(_1='modelsim', _2=0)",2
3573,"Row(_1='vunit', _2=0)",1
3574,"Row(_1='material-table', _2=0)",1
3575,"Row(_1='line-breaks', _2=-1)",1
3576,"Row(_1='formik-material-ui', _2=1)",1
3577,"Row(_1='where-clause', _2=0)",6
3578,"Row(_1='servicestack', _2=1)",2
3579,"Row(_1='pandas-resample', _2=0)",1
3580,"Row(_1='chatbot', _2=0)",4
3581,"Row(_1='rasa', _2=0)",3
3582,"Row(_1='rasa-core', _2=0)",1
3583,"Row(_1='rasa-x', _2=0)",2
3584,"Row(_1='rasa-sdk', _2=0)",2
3585,"Row(_1='database', _2=1)",28
3586,"Row(_1='hiveql', _2=1)",5
3587,"Row(_1='ssl', _2=1)",7
3588,"Row(_1='installshield', _2=1)",1
3589,"Row(_1='ppm', _2=0)",1
3590,"Row(_1='geodjango', _2=0)",2
3591,"Row(_1='spring-boot-actuator', _2=0)",5
3592,"Row(_1='testcase', _2=0)",2
3593,"Row(_1='health-check', _2=0)",4
3594,"Row(_1='jsonparser', _2=0)",2
3595,"Row(_1='flutter-futurebuilder', _2=0)",3
3596,"Row(_1='amazon-vpc', _2=0)",5
3597,"Row(_1='aws-documentdb', _2=0)",3
3598,"Row(_1='google-signin', _2=0)",2
3599,"Row(_1='multi-index', _2=1)",2
3600,"Row(_1='database-design', _2=0)",1
3601,"Row(_1='architecture', _2=0)",14
3602,"Row(_1='delphi', _2=1)",9
3603,"Row(_1='hex', _2=1)",2
3604,"Row(_1='literals', _2=1)",1
3605,"Row(_1='pi', _2=0)",3
3606,"Row(_1='continued-fractions', _2=0)",1
3607,"Row(_1='symfony', _2=-1)",4
3608,"Row(_1='easyadmin', _2=-1)",1
3609,"Row(_1='easyadmin3', _2=-1)",1
3610,"Row(_1='gitlab-api', _2=0)",3
3611,"Row(_1='design-patterns', _2=0)",12
3612,"Row(_1='low-level', _2=0)",1
3613,"Row(_1='equals', _2=0)",2
3614,"Row(_1='turtle-graphics', _2=0)",2
3615,"Row(_1='simplexml', _2=0)",1
3616,"Row(_1='moodle', _2=0)",2
3617,"Row(_1='moodle-api', _2=0)",1
3618,"Row(_1='hashtable', _2=0)",2
3619,"Row(_1='qt', _2=0)",28
3620,"Row(_1='stdout', _2=0)",5
3621,"Row(_1='logstash-configuration', _2=0)",2
3622,"Row(_1='logstash-jdbc', _2=0)",1
3623,"Row(_1='select', _2=-1)",2
